LineId,Date,Time,Level,Component,Content,EventId,EventTemplate,ParameterList
49,20/02/28,22:47:34,INFO,AbstractConnector,"Started ServerConnector@67e25252{HTTP/1.1,[http/1.1]}{10.172.228.50:42605}",4df8c34f,"Started ServerConnector@67e25252{HTTP/1.1,[http/1.1]}{10.172.228.50:42605}",[]
50,20/02/28,22:47:34,INFO,Utils,Successfully started service 'SparkUI' on port 42605.,f5a68e94,Successfully started service <*> on port <*>,[]
51,20/02/28,22:47:34,INFO,ContextHandler,"Started o.e.j.s.ServletContextHandler@55fee662{/jobs,null,AVAILABLE,@Spark}",00329def,"Started o.e.j.s.ServletContextHandler@55fee662{/jobs,null,AVAILABLE,@Spark}",[]
52,20/02/28,22:47:34,INFO,ContextHandler,"Started o.e.j.s.ServletContextHandler@309cedb6{/jobs/json,null,AVAILABLE,@Spark}",479d08b6,"Started o.e.j.s.ServletContextHandler@309cedb6{/jobs/json,null,AVAILABLE,@Spark}",[]
53,20/02/28,22:47:34,INFO,ContextHandler,"Started o.e.j.s.ServletContextHandler@3b95a6db{/jobs/job,null,AVAILABLE,@Spark}",45c3a018,"Started o.e.j.s.ServletContextHandler@3b95a6db{/jobs/job,null,AVAILABLE,@Spark}",[]
54,20/02/28,22:47:34,INFO,ContextHandler,"Started o.e.j.s.ServletContextHandler@2c9a6717{/jobs/job/json,null,AVAILABLE,@Spark}",2079e744,"Started o.e.j.s.ServletContextHandler@2c9a6717{/jobs/job/json,null,AVAILABLE,@Spark}",[]
55,20/02/28,22:47:34,INFO,ContextHandler,"Started o.e.j.s.ServletContextHandler@7b3cde6f{/stages,null,AVAILABLE,@Spark}",d28dac24,"Started o.e.j.s.ServletContextHandler@7b3cde6f{/stages,null,AVAILABLE,@Spark}",[]
56,20/02/28,22:47:34,INFO,ContextHandler,"Started o.e.j.s.ServletContextHandler@6d091cad{/stages/json,null,AVAILABLE,@Spark}",eac877da,"Started o.e.j.s.ServletContextHandler@6d091cad{/stages/json,null,AVAILABLE,@Spark}",[]
57,20/02/28,22:47:34,INFO,ContextHandler,"Started o.e.j.s.ServletContextHandler@7c663eaf{/stages/stage,null,AVAILABLE,@Spark}",c8528545,"Started o.e.j.s.ServletContextHandler@7c663eaf{/stages/stage,null,AVAILABLE,@Spark}",[]
58,20/02/28,22:47:34,INFO,ContextHandler,"Started o.e.j.s.ServletContextHandler@3ba0ae41{/stages/stage/json,null,AVAILABLE,@Spark}",37c56155,"Started o.e.j.s.ServletContextHandler@3ba0ae41{/stages/stage/json,null,AVAILABLE,@Spark}",[]
59,20/02/28,22:47:34,INFO,ContextHandler,"Started o.e.j.s.ServletContextHandler@76fe6cdc{/stages/pool,null,AVAILABLE,@Spark}",abad6f2c,"Started o.e.j.s.ServletContextHandler@76fe6cdc{/stages/pool,null,AVAILABLE,@Spark}",[]
60,20/02/28,22:47:34,INFO,ContextHandler,"Started o.e.j.s.ServletContextHandler@2ffb3aec{/stages/pool/json,null,AVAILABLE,@Spark}",03fb7f98,"Started o.e.j.s.ServletContextHandler@2ffb3aec{/stages/pool/json,null,AVAILABLE,@Spark}",[]
61,20/02/28,22:47:34,INFO,ContextHandler,"Started o.e.j.s.ServletContextHandler@786ff1cb{/storage,null,AVAILABLE,@Spark}",f7c61d5b,"Started o.e.j.s.ServletContextHandler@786ff1cb{/storage,null,AVAILABLE,@Spark}",[]
62,20/02/28,22:47:34,INFO,ContextHandler,"Started o.e.j.s.ServletContextHandler@46039a21{/storage/json,null,AVAILABLE,@Spark}",768a2155,"Started o.e.j.s.ServletContextHandler@46039a21{/storage/json,null,AVAILABLE,@Spark}",[]
63,20/02/28,22:47:34,INFO,ContextHandler,"Started o.e.j.s.ServletContextHandler@431e86b1{/storage/rdd,null,AVAILABLE,@Spark}",c69cc109,"Started o.e.j.s.ServletContextHandler@431e86b1{/storage/rdd,null,AVAILABLE,@Spark}",[]
64,20/02/28,22:47:34,INFO,ContextHandler,"Started o.e.j.s.ServletContextHandler@35c4e864{/storage/rdd/json,null,AVAILABLE,@Spark}",7ebb864e,"Started o.e.j.s.ServletContextHandler@35c4e864{/storage/rdd/json,null,AVAILABLE,@Spark}",[]
65,20/02/28,22:47:34,INFO,ContextHandler,"Started o.e.j.s.ServletContextHandler@32a2a6be{/environment,null,AVAILABLE,@Spark}",ac704288,"Started o.e.j.s.ServletContextHandler@32a2a6be{/environment,null,AVAILABLE,@Spark}",[]
66,20/02/28,22:47:34,INFO,ContextHandler,"Started o.e.j.s.ServletContextHandler@682af059{/environment/json,null,AVAILABLE,@Spark}",d9ea710d,"Started o.e.j.s.ServletContextHandler@682af059{/environment/json,null,AVAILABLE,@Spark}",[]
67,20/02/28,22:47:34,INFO,ContextHandler,"Started o.e.j.s.ServletContextHandler@5f36c8e3{/executors,null,AVAILABLE,@Spark}",aab29aa7,"Started o.e.j.s.ServletContextHandler@5f36c8e3{/executors,null,AVAILABLE,@Spark}",[]
68,20/02/28,22:47:34,INFO,ContextHandler,"Started o.e.j.s.ServletContextHandler@4da39ca9{/executors/json,null,AVAILABLE,@Spark}",aee761c3,"Started o.e.j.s.ServletContextHandler@4da39ca9{/executors/json,null,AVAILABLE,@Spark}",[]
69,20/02/28,22:47:34,INFO,ContextHandler,"Started o.e.j.s.ServletContextHandler@6a9344f5{/executors/threadDump,null,AVAILABLE,@Spark}",0ca7aef7,"Started o.e.j.s.ServletContextHandler@6a9344f5{/executors/threadDump,null,AVAILABLE,@Spark}",[]
70,20/02/28,22:47:34,INFO,ContextHandler,"Started o.e.j.s.ServletContextHandler@5584d9c6{/executors/threadDump/json,null,AVAILABLE,@Spark}",0749d11a,"Started o.e.j.s.ServletContextHandler@5584d9c6{/executors/threadDump/json,null,AVAILABLE,@Spark}",[]
71,20/02/28,22:47:34,INFO,ContextHandler,"Started o.e.j.s.ServletContextHandler@3c9c6245{/executors/heapHistogram,null,AVAILABLE,@Spark}",7455dc22,"Started o.e.j.s.ServletContextHandler@3c9c6245{/executors/heapHistogram,null,AVAILABLE,@Spark}",[]
72,20/02/28,22:47:34,INFO,ContextHandler,"Started o.e.j.s.ServletContextHandler@6d0be7ab{/executors/heapHistogram/json,null,AVAILABLE,@Spark}",9256fd10,"Started o.e.j.s.ServletContextHandler@6d0be7ab{/executors/heapHistogram/json,null,AVAILABLE,@Spark}",[]
73,20/02/28,22:47:34,INFO,ContextHandler,"Started o.e.j.s.ServletContextHandler@1d4fb213{/static,null,AVAILABLE,@Spark}",454c99d7,"Started o.e.j.s.ServletContextHandler@1d4fb213{/static,null,AVAILABLE,@Spark}",[]
74,20/02/28,22:47:34,INFO,ContextHandler,"Started o.e.j.s.ServletContextHandler@1668919e{/,null,AVAILABLE,@Spark}",e29939b0,"Started o.e.j.s.ServletContextHandler@1668919e{/,null,AVAILABLE,@Spark}",[]
75,20/02/28,22:47:34,INFO,ContextHandler,"Started o.e.j.s.ServletContextHandler@63300c4b{/api,null,AVAILABLE,@Spark}",38c81fe7,"Started o.e.j.s.ServletContextHandler@63300c4b{/api,null,AVAILABLE,@Spark}",[]
76,20/02/28,22:47:34,INFO,ContextHandler,"Started o.e.j.s.ServletContextHandler@b67cc70{/jobs/job/kill,null,AVAILABLE,@Spark}",3f089cdf,"Started o.e.j.s.ServletContextHandler@b67cc70{/jobs/job/kill,null,AVAILABLE,@Spark}",[]
77,20/02/28,22:47:34,INFO,ContextHandler,"Started o.e.j.s.ServletContextHandler@45c9b3{/stages/stage/kill,null,AVAILABLE,@Spark}",2f4d9d25,"Started o.e.j.s.ServletContextHandler@45c9b3{/stages/stage/kill,null,AVAILABLE,@Spark}",[]
78,20/02/28,22:47:34,INFO,SparkUI,"Bound SparkUI to 10.172.228.50, and started at http://10.172.228.50:42605",c4ab676f,"Bound SparkUI to 10.172.228.50, and started at http://10.172.228.50:42605",[]
79,20/02/28,22:47:34,WARN,FairSchedulableBuilder,"Fair Scheduler configuration file not found so jobs will be scheduled in FIFO order. To use fair scheduling, configure pools in fairscheduler.xml or set spark.scheduler.allocation.file to a file that contains the configuration.",26d69558,"Fair Scheduler configuration file not found so jobs will be scheduled in FIFO order. To use fair scheduling, configure pools in fairscheduler.xml or set spark.scheduler.allocation.file to a file that contains the configuration.",[]
80,20/02/28,22:47:34,INFO,FairSchedulableBuilder,"Created default pool: default, schedulingMode: FIFO, minShare: 0, weight: 1",d7be2f12,"Created default pool: default, schedulingMode: FIFO, minShare: 0, weight: 1",[]
81,20/02/28,22:47:34,INFO,Executor,Starting executor ID driver on host localhost,9b7c20e2,Starting executor ID driver on host localhost,[]
82,20/02/28,22:47:35,INFO,Executor,Using REPL class URI: spark://10.172.228.50:34230/classes,bae0caf2,Using REPL class URI: spark://10.172.228.50:34230/classes,[]
83,20/02/28,22:47:35,INFO,TaskSchedulerImpl,Task preemption enabled.,958d481c,Task preemption enabled.,[]
84,20/02/28,22:47:35,INFO,Utils,Successfully started service 'org.apache.spark.network.netty.NettyBlockTransferService' on port 33830.,f5a68e94,Successfully started service <*> on port <*>,[]
85,20/02/28,22:47:35,INFO,NettyBlockTransferService,Server created on 10.172.228.50:33830,2e344772,Server created on 10.172.228.50:33830,[]
86,20/02/28,22:47:35,INFO,BlockManager,Using org.apache.spark.storage.RandomBlockReplicationPolicy for block replication policy,aafe1779,Using org.apache.spark.storage.RandomBlockReplicationPolicy for block replication policy,[]
87,20/02/28,22:47:35,INFO,BlockManagerMaster,"Registering BlockManager BlockManagerId(driver, 10.172.228.50, 33830, None)",b26d8498,"Registering BlockManager BlockManagerId(driver, 10.172.228.50, 33830, None)",[]
88,20/02/28,22:47:35,INFO,BlockManagerMasterEndpoint,"Registering block manager 10.172.228.50:33830 with 2.5 GB RAM, BlockManagerId(driver, 10.172.228.50, 33830, None)",754814e0,"Registering block manager 10.172.228.50:33830 with 2.5 GB RAM, BlockManagerId(driver, 10.172.228.50, 33830, None)",[]
89,20/02/28,22:47:35,INFO,BlockManagerMaster,"Registered BlockManager BlockManagerId(driver, 10.172.228.50, 33830, None)",967da50a,"Registered BlockManager BlockManagerId(driver, 10.172.228.50, 33830, None)",[]
90,20/02/28,22:47:35,INFO,BlockManager,external shuffle service port = 4048,8247b6ce,external shuffle service port = 4048,[]
91,20/02/28,22:47:35,INFO,BlockManager,"Initialized BlockManager: BlockManagerId(driver, 10.172.228.50, 33830, None)",8adcd294,"Initialized BlockManager: BlockManagerId(driver, 10.172.228.50, 33830, None)",[]
92,20/02/28,22:47:35,INFO,ContextHandler,"Started o.e.j.s.ServletContextHandler@1039bfc4{/metrics/json,null,AVAILABLE,@Spark}",c6cb6c38,"Started o.e.j.s.ServletContextHandler@1039bfc4{/metrics/json,null,AVAILABLE,@Spark}",[]
93,20/02/28,22:47:35,INFO,DBCEventLoggingListener,Initializing DBCEventLoggingListener,4e62be17,Initializing DBCEventLoggingListener,[]
94,20/02/28,22:47:35,INFO,DBCEventLoggingListener,Logging events to eventlogs/3281211262966016233/eventlog,08411049,Logging events to eventlogs/3281211262966016233/eventlog,[]
95,20/02/28,22:47:35,INFO,SparkContext,Registered listener com.databricks.backend.daemon.driver.DBCEventLoggingListener,65e66212,Registered listener com.databricks.backend.daemon.driver.DBCEventLoggingListener,[]
96,20/02/28,22:47:35,INFO,SparkContext,Loading Spark Service RPC Server,fe11ae85,Loading Spark Service RPC Server,[]
97,20/02/28,22:47:36,INFO,SparkServiceRPCServer,Starting Spark Service RPC Server,2f38be19,Starting Spark Service RPC Server,[]
98,20/02/28,22:47:36,INFO,Server,"jetty-9.3.27.v20190418, build timestamp: 2019-04-18T18:11:38Z, git hash: d3e249f86955d04bc646bb620905b7c1bc596a8d",3a1b91d0,"jetty-9.3.27.v20190418, build timestamp: 2019-04-18T18:11:38Z, git hash: d3e249f86955d04bc646bb620905b7c1bc596a8d",[]
99,20/02/28,22:47:36,INFO,AbstractConnector,"Started ServerConnector@543d5863{HTTP/1.1,[http/1.1]}{0.0.0.0:15001}",bb3959d0,"Started ServerConnector@543d5863{HTTP/1.1,[http/1.1]}{0.0.0.0:15001}",[]
100,20/02/28,22:47:36,INFO,Server,Started @9183ms,8286b4f4,Started @9183ms,[]
101,20/02/28,22:47:36,INFO,DatabricksILoop$,Successfully registered spark metrics in Prometheus registry,4558595b,Successfully registered spark metrics in Prometheus registry,[]
102,20/02/28,22:47:36,INFO,DatabricksILoop$,Successfully initialized SparkContext,804edc76,Successfully initialized SparkContext,[]
103,20/02/28,22:47:36,INFO,DBFS,Initialized DBFS with DBFSV1 as the delegate.,2eaf7cc5,Initialized DBFS with DBFSV1 as the delegate.,[]
104,20/02/28,22:47:36,WARN,JettyClientConf$,Could not load DynamicJettyClientConf,6ade2511,Could not load DynamicJettyClientConf,[]
105,20/02/28,22:47:36,INFO,JettyClient$,"Creating new HttpClient with SSLContextFactory=None,maxRequestHeaderSize=65536, namePrefix=Some(DBFSV1), idleTimeout=2 hours, useBlockingConnect: true",00f8393c,"Creating new HttpClient with SSLContextFactory=None,maxRequestHeaderSize=65536, <*> idleTimeout=2 hours, useBlockingConnect: true",[]
106,20/02/28,22:47:37,INFO,SharedState,Scheduler stats enabled.,c4ab4fbf,Scheduler stats enabled.,[]
107,20/02/28,22:47:37,INFO,SharedState,loading hive config file: file:/databricks/hive/conf/hive-site.xml,af7e1aed,loading hive config file: file:/databricks/hive/conf/hive-site.xml,[]
108,20/02/28,22:47:37,INFO,SharedState,Setting hive.metastore.warehouse.dir ('null') to the value of spark.sql.warehouse.dir ('/user/hive/warehouse').,976cbf3b,Setting hive.metastore.warehouse.dir ('null') to the value of spark.sql.warehouse.dir ('/user/hive/warehouse').,[]
109,20/02/28,22:47:37,INFO,SharedState,Warehouse path is '/user/hive/warehouse'.,2295f829,Warehouse path is '/user/hive/warehouse'.,[]
110,20/02/28,22:47:37,INFO,ContextHandler,"Started o.e.j.s.ServletContextHandler@5b066c33{/SQL,null,AVAILABLE,@Spark}",a404be4e,"Started o.e.j.s.ServletContextHandler@5b066c33{/SQL,null,AVAILABLE,@Spark}",[]
111,20/02/28,22:47:37,INFO,ContextHandler,"Started o.e.j.s.ServletContextHandler@62ea8931{/SQL/json,null,AVAILABLE,@Spark}",74b02e22,"Started o.e.j.s.ServletContextHandler@62ea8931{/SQL/json,null,AVAILABLE,@Spark}",[]
112,20/02/28,22:47:37,INFO,ContextHandler,"Started o.e.j.s.ServletContextHandler@71166348{/SQL/execution,null,AVAILABLE,@Spark}",bda8c3ce,"Started o.e.j.s.ServletContextHandler@71166348{/SQL/execution,null,AVAILABLE,@Spark}",[]
113,20/02/28,22:47:37,INFO,ContextHandler,"Started o.e.j.s.ServletContextHandler@6d874695{/SQL/execution/json,null,AVAILABLE,@Spark}",5f900836,"Started o.e.j.s.ServletContextHandler@6d874695{/SQL/execution/json,null,AVAILABLE,@Spark}",[]
114,20/02/28,22:47:37,INFO,ContextHandler,"Started o.e.j.s.ServletContextHandler@10ed037a{/static/sql,null,AVAILABLE,@Spark}",13f8d2c1,"Started o.e.j.s.ServletContextHandler@10ed037a{/static/sql,null,AVAILABLE,@Spark}",[]
115,20/02/28,22:47:37,INFO,ContextHandler,"Started o.e.j.s.ServletContextHandler@150fc7a7{/storage/iocache,null,AVAILABLE,@Spark}",b1b51d81,"Started o.e.j.s.ServletContextHandler@150fc7a7{/storage/iocache,null,AVAILABLE,@Spark}",[]
116,20/02/28,22:47:37,INFO,ContextHandler,"Started o.e.j.s.ServletContextHandler@55d8c2c4{/storage/iocache/json,null,AVAILABLE,@Spark}",c9058e7c,"Started o.e.j.s.ServletContextHandler@55d8c2c4{/storage/iocache/json,null,AVAILABLE,@Spark}",[]
117,20/02/28,22:47:37,INFO,DatabricksILoop$,Finished creating throwaway interpreter,6c28c815,Finished creating throwaway interpreter,[]
118,20/02/28,22:47:38,INFO,StateStoreCoordinatorRef,Registered StateStoreCoordinator endpoint,931b701e,Registered StateStoreCoordinator endpoint,[]
119,20/02/28,22:47:40,INFO,HiveUtils,"Initializing execution hive, version 1.2.1",916787de,"Initializing execution hive, version 1.2.1",[]
120,20/02/28,22:47:41,INFO,HiveMetaStore,0: Opening raw store with implemenation class:org.apache.hadoop.hive.metastore.ObjectStore,c513a2c4,<*> Opening raw store with implemenation class:org.apache.hadoop.hive.metastore.ObjectStore,[]
121,20/02/28,22:47:41,INFO,ObjectStore,"ObjectStore, initialize called",f97d2395,"ObjectStore, initialize called",[]
122,20/02/28,22:47:41,INFO,Persistence,Property hive.metastore.integral.jdo.pushdown unknown - will be ignored,187a75f5,Property <*> unknown - will be ignored,[]
123,20/02/28,22:47:41,INFO,Persistence,Property datanucleus.cache.level2 unknown - will be ignored,187a75f5,Property <*> unknown - will be ignored,[]
124,20/02/28,22:47:41,INFO,Persistence,Property datanucleus.schema.autoCreateAll unknown - will be ignored,187a75f5,Property <*> unknown - will be ignored,[]
125,20/02/28,22:47:44,INFO,ObjectStore,"Setting MetaStore object pin classes with hive.metastore.cache.pinobjtypes=""Table,StorageDescriptor,SerDeInfo,Partition,Database,Type,FieldSchema,Order""",b90681cc,"Setting MetaStore object pin classes with hive.metastore.cache.pinobjtypes=""Table,StorageDescriptor,SerDeInfo,Partition,Database,Type,FieldSchema,Order""",[]
126,20/02/28,22:47:46,INFO,Datastore,"The class ""org.apache.hadoop.hive.metastore.model.MFieldSchema"" is tagged as ""embedded-only"" so does not have its own datastore table.",5592bcff,"The class <*> is tagged as ""embedded-only"" so does not have its own datastore table.",[]
127,20/02/28,22:47:46,INFO,Datastore,"The class ""org.apache.hadoop.hive.metastore.model.MOrder"" is tagged as ""embedded-only"" so does not have its own datastore table.",5592bcff,"The class <*> is tagged as ""embedded-only"" so does not have its own datastore table.",[]
128,20/02/28,22:47:47,INFO,Datastore,"The class ""org.apache.hadoop.hive.metastore.model.MFieldSchema"" is tagged as ""embedded-only"" so does not have its own datastore table.",5592bcff,"The class <*> is tagged as ""embedded-only"" so does not have its own datastore table.",[]
129,20/02/28,22:47:47,INFO,Datastore,"The class ""org.apache.hadoop.hive.metastore.model.MOrder"" is tagged as ""embedded-only"" so does not have its own datastore table.",5592bcff,"The class <*> is tagged as ""embedded-only"" so does not have its own datastore table.",[]
130,20/02/28,22:47:47,INFO,MetaStoreDirectSql,"Using direct SQL, underlying DB is DERBY",e8fc0ba7,"Using direct SQL, underlying DB is DERBY",[]
131,20/02/28,22:47:47,INFO,ObjectStore,Initialized ObjectStore,fee37921,Initialized ObjectStore,[]
132,20/02/28,22:47:47,WARN,ObjectStore,Version information not found in metastore. hive.metastore.schema.verification is not enabled so recording the schema version 1.2.0,571c9214,Version information not found in metastore. hive.metastore.schema.verification is not enabled so recording the schema version 1.2.0,[]
133,20/02/28,22:47:48,WARN,ObjectStore,"Failed to get database default, returning NoSuchObjectException",c111d0d0,"Failed to get database default, returning NoSuchObjectException",[]
134,20/02/28,22:47:48,INFO,HiveMetaStore,Added admin role in metastore,36a330ca,Added <*> role in metastore,[]
